time,animal_id,x,y
233,905,377.63,459.96
234,312,411.01,405.94
234,511,380.19,431.76
234,607,344.22,421.11
234,811,406.51,463.66
234,905,377.63,460.01
235,312,410.93,405.92
235,511,380.33,431.88
235,607,342.94,421.2
235,811,406.41,463.45
235,905,377.65,460.05
236,312,410.84,405.93
236,511,380.44,431.98
236,607,341.73,421.23
236,811,406.22,463.12
236,905,377.66,460.05
237,312,410.79,405.96
237,511,380.49,432.06
237,607,340.63,421.25
237,811,406.06,462.87
237,905,377.67,459.95
238,312,410.72,405.95
238,511,380.56,432.06
238,607,339.61,421.28
238,811,405.96,462.64
238,905,377.77,459.76
239,312,410.63,405.93
239,511,380.58,432.14
239,607,338.72,421.29
239,811,405.97,462.44
239,905,377.86,459.56
240,312,410.54,405.9
240,511,380.61,432.24
240,607,337.78,421.35
240,811,405.99,462.27
240,905,377.92,459.33
241,312,410.45,405.83
241,511,380.57,432.35
241,607,336.87,421.42
241,811,405.93,461.99
241,905,377.97,459.08
242,312,410.38,405.79
242,511,380.6,432.46
242,607,335.89,421.45
242,811,405.84,461.72
242,905,377.99,458.84
243,312,410.34,405.86
243,511,380.66,432.56
243,607,334.89,421.51
243,811,405.74,461.49
243,905,377.99,458.58
244,312,410.25,405.9
244,511,380.74,432.6
244,607,333.82,421.6
244,811,405.63,461.23
244,905,378.01,458.39
245,312,410.16,405.97
245,511,380.72,432.64
245,607,332.66,421.69
245,811,405.47,461.02
245,905,377.97,458.27
246,312,410.09,406.05
246,511,380.78,432.75
246,607,331.36,421.79
246,811,405.29,460.87
246,905,377.84,458.25
247,312,410.02,406.13
247,511,380.88,432.83
247,607,330.0,421.95
247,811,405.12,460.73
247,905,377.71,458.25
248,312,409.97,406.22
248,511,380.99,432.96
248,607,328.55,422.02
248,811,404.95,460.65
248,905,377.56,458.31
249,312,409.95,406.31
249,511,381.12,433.1
249,607,326.89,422.14
249,811,404.85,460.6
249,905,377.48,458.44
250,312,409.96,406.39
250,511,381.25,433.26
250,607,325.18,422.21
250,811,404.71,460.57
250,905,377.43,458.57
251,312,410.0,406.45
251,511,381.32,433.41
251,607,323.55,422.31
251,811,404.65,460.57
251,905,377.43,458.66
252,312,410.0,406.5
252,511,381.49,433.53
252,607,321.87,422.4
252,811,404.66,460.61
252,905,377.51,458.74
253,312,410.0,406.52
253,511,381.62,433.69
253,607,320.13,422.46
253,811,404.67,460.6
253,905,377.53,458.8
254,312,409.96,406.51
254,511,381.74,433.81
254,607,318.27,422.45
254,811,404.68,460.52
254,905,377.53,458.85
255,312,409.95,406.47
255,511,381.79,433.93
255,607,316.31,422.43
255,811,404.56,460.35
255,905,377.56,458.87
256,312,409.97,406.47
256,511,381.91,434.05
256,607,314.21,422.41
256,811,404.44,460.19
256,905,377.58,458.87
257,312,410.02,406.47
257,511,382.04,434.16
257,607,312.09,422.45
257,811,404.28,459.91
257,905,377.58,458.82
258,312,410.09,406.47
258,511,382.12,434.23
258,607,309.98,422.54
258,811,404.11,459.59
258,905,377.5,458.82
259,312,410.12,406.47
259,511,382.23,434.33
259,607,307.85,422.61
259,811,403.86,459.23
259,905,377.31,458.87
260,312,410.2,406.47
260,511,382.41,434.41
260,607,305.68,422.65
260,811,403.52,458.82
260,905,377.0,458.87
261,312,410.35,406.47
261,511,382.56,434.46
261,607,303.49,422.66
261,811,403.06,458.33
261,905,376.71,458.85
262,312,410.45,406.47
262,511,382.75,434.54
262,607,301.33,422.65
262,811,402.65,457.86
262,905,376.4,458.8
263,312,410.57,406.47
263,511,382.96,434.62
263,607,299.19,422.73
263,811,402.2,457.41
263,905,376.01,458.74
264,312,410.69,406.47
264,511,383.17,434.64
264,607,297.27,422.76
264,811,401.62,456.89
264,905,375.63,458.66
265,312,410.8,406.47
265,511,383.34,434.68
265,607,295.47,422.74
265,811,401.03,456.42
265,905,375.26,458.57
266,312,410.9,406.47
266,511,383.51,434.73
266,607,293.55,422.62
266,811,400.32,455.98
266,905,374.86,458.44
267,312,410.97,406.47
267,511,383.69,434.77
267,607,291.45,422.44
267,811,399.48,455.52
267,905,374.45,458.35
268,312,411.0,406.47
268,511,383.86,434.79
268,607,289.18,422.15
268,811,398.61,455.12
268,905,374.07,458.34
269,312,411.07,406.47
269,511,383.96,434.87
269,607,286.72,421.85
269,811,397.64,454.73
269,905,373.74,458.28
270,312,411.12,406.47
270,511,384.12,434.96
270,607,284.11,421.53
270,811,396.59,454.37
270,905,373.39,458.31
271,312,411.16,406.47
271,511,384.28,435.04
271,607,281.43,421.21
271,811,395.46,453.96
271,905,372.97,458.35
272,312,411.17,406.43
272,511,384.41,435.13
272,607,278.79,420.92
272,811,394.22,453.62
272,905,372.52,458.4
273,312,411.15,406.42
273,511,384.59,435.17
273,607,276.15,420.65
273,811,392.83,453.22
273,905,372.1,458.48
274,312,411.18,406.44
274,511,384.75,435.23
274,607,273.51,420.38
274,811,391.37,452.84
274,905,371.65,458.49
275,312,411.22,406.45
275,511,384.83,435.29
275,607,270.91,420.14
275,811,389.96,452.47
275,905,371.22,458.49
276,312,411.18,406.51
276,511,384.98,435.36
276,607,268.43,419.95
276,811,388.66,452.11
276,905,370.81,458.51
277,312,411.18,406.61
277,511,385.13,435.42
277,607,266.19,419.85
277,811,387.25,451.69
277,905,370.37,458.48
278,312,411.18,406.74
278,511,385.28,435.42
278,607,264.24,419.77
278,811,385.75,451.25
278,905,369.91,458.45
279,312,411.18,406.89
279,511,385.4,435.5
279,607,262.35,419.7
279,811,384.14,450.76
279,905,369.43,458.34
280,312,411.18,407.06
280,511,385.48,435.61
280,607,260.33,419.66
280,811,382.46,450.18
280,905,368.8,458.17
281,312,411.18,407.22
281,511,385.59,435.74
281,607,258.17,419.62
281,811,380.8,449.59
281,905,368.13,458.07
282,312,411.18,407.38
282,511,385.67,435.88
282,607,255.86,419.52
282,811,379.14,448.99
282,905,367.34,457.94
283,312,411.22,407.51
283,511,385.72,436.03
283,607,253.35,419.41
283,811,377.62,448.31
283,905,366.36,457.76
284,312,411.22,407.61
284,511,385.8,436.16
284,607,250.69,419.3
284,811,375.96,447.58
284,905,365.19,457.63
285,312,411.2,407.67
285,511,385.82,436.23
285,607,248.08,419.2
285,811,374.22,446.82
285,905,363.86,457.38
286,312,411.16,407.67
286,511,385.86,436.3
286,607,245.38,419.12
286,811,372.37,446.0
286,905,362.51,457.08
287,312,411.13,407.7
287,511,385.86,436.36
287,607,242.44,419.07
287,811,370.61,445.15
287,905,361.15,456.8
288,312,411.06,407.69
288,511,385.94,436.47
288,607,239.33,418.99
288,811,368.92,444.43
288,905,359.7,456.49
289,312,410.99,407.65
289,511,385.99,436.54
289,607,236.01,418.91
289,811,367.27,443.69
289,905,358.24,456.22
290,312,410.87,407.65
290,511,386.05,436.63
290,607,232.61,418.84
290,811,365.59,442.9
290,905,356.69,455.95
291,312,410.73,407.69
291,511,386.15,436.74
291,607,229.24,418.8
291,811,363.74,442.07
291,905,355.13,455.67
292,312,410.54,407.7
292,511,386.27,436.83
292,607,226.04,418.82
292,811,361.86,441.26
292,905,353.67,455.42
293,312,410.3,407.71
293,511,386.41,436.98
293,607,222.8,418.83
293,811,359.89,440.31
293,905,352.11,455.17
294,312,410.08,407.68
294,511,386.52,437.14
294,607,219.48,418.85
294,811,357.92,439.36
294,905,350.31,454.89
295,312,409.83,407.63
295,511,386.65,437.29
295,607,216.0,418.84
295,811,356.03,438.5
295,905,348.38,454.54
296,312,409.61,407.51
296,511,386.8,437.42
296,607,212.39,418.79
296,811,354.12,437.66
296,905,346.2,454.14
297,312,409.46,407.38
297,511,386.94,437.53
297,607,208.69,418.73
297,811,352.35,436.8
297,905,343.78,453.75
298,312,409.21,407.17
298,511,387.07,437.56
298,607,204.99,418.6
298,811,350.36,435.98
298,905,341.12,453.25
299,312,408.96,406.91
299,511,387.16,437.58
299,607,201.34,418.47
299,811,348.23,435.11
299,905,338.45,452.71
300,312,408.63,406.66
300,511,387.28,437.65
300,607,197.53,418.26
300,811,346.2,434.33
300,905,335.87,452.18
301,312,408.29,406.37
301,511,387.38,437.72
301,607,193.68,418.01
301,811,344.32,433.65
301,905,333.33,451.64
302,312,407.83,406.05
302,511,387.49,437.77
302,607,189.94,417.77
302,811,342.48,433.06
302,905,330.74,451.1
303,312,407.31,405.79
303,511,387.6,437.81
303,607,186.24,417.5
303,811,340.65,432.42
303,905,328.17,450.62
304,312,406.6,405.52
304,511,387.65,437.9
304,607,182.79,417.25
304,811,338.89,431.92
304,905,325.6,450.12
305,312,405.83,405.29
305,511,387.72,437.94
305,607,179.53,417.02
305,811,337.11,431.41
305,905,323.22,449.72
306,312,404.93,405.04
306,511,387.8,438.02
306,607,176.53,416.77
306,811,335.44,431.0
306,905,321.0,449.37
307,312,403.93,404.84
307,511,387.82,438.08
307,607,173.72,416.49
307,811,333.72,430.56
307,905,318.82,449.14
308,312,402.93,404.64
308,511,387.76,438.19
308,607,171.1,416.26
308,811,332.07,430.26
308,905,316.52,448.82
309,312,401.88,404.49
309,511,387.8,438.32
309,607,168.42,415.98
309,811,330.43,430.0
309,905,314.09,448.4
310,312,400.89,404.39
310,511,387.75,438.47
310,607,165.69,415.64
310,811,328.76,429.75
310,905,311.4,447.89
311,312,399.9,404.3
311,511,387.7,438.61
311,607,162.83,415.3
311,811,327.12,429.48
311,905,308.46,447.3
312,312,398.83,404.18
312,511,387.52,438.7
312,607,159.76,414.84
312,811,325.4,429.19
312,905,305.31,446.54
313,312,397.8,404.08
313,511,387.28,438.86
313,607,156.61,414.4
313,811,323.72,428.88
313,905,302.13,445.71
314,312,396.8,404.01
314,511,387.01,439.05
314,607,153.31,413.87
314,811,322.27,428.63
314,905,298.98,444.83
315,312,395.81,403.91
315,511,386.63,439.25
315,607,150.05,413.38
315,811,320.9,428.42
315,905,295.84,443.85
316,312,394.82,403.87
316,511,386.16,439.4
316,607,146.78,412.89
316,811,319.67,428.17
316,905,292.72,442.85
317,312,393.74,403.83
317,511,385.72,439.55
317,607,143.58,412.39
317,811,318.4,427.94
317,905,289.71,441.83
318,312,392.61,403.72
318,511,385.14,439.66
318,607,140.44,411.97
318,811,317.16,427.76
318,905,286.94,440.85
319,312,391.47,403.59
319,511,384.49,439.77
319,607,137.44,411.58
319,811,315.92,427.58
319,905,284.34,439.99
320,312,390.25,403.46
320,511,383.85,439.9
320,607,134.78,411.23
320,811,314.72,427.46
320,905,281.99,439.16
321,312,388.88,403.34
321,511,383.15,440.01
321,607,132.58,411.0
321,811,313.5,427.33
321,905,279.75,438.46
322,312,387.54,403.23
322,511,382.39,440.24
322,607,130.81,410.81
322,811,312.23,427.26
322,905,277.38,437.69
323,312,386.11,403.19
323,511,381.63,440.48
323,607,129.26,410.63
323,811,310.87,427.18
323,905,274.85,436.87
324,312,384.58,403.15
324,511,380.8,440.74
324,607,127.95,410.58
324,811,309.49,427.1
324,905,272.14,436.02
325,312,383.0,403.05
325,511,380.02,441.06
325,607,126.9,410.58
325,811,308.06,427.03
325,905,269.24,435.14
326,312,381.29,402.94
326,511,379.11,441.36
326,607,126.04,410.56
326,811,306.58,426.97
326,905,266.25,434.27
327,312,379.64,402.87
327,511,378.26,441.72
327,607,125.45,410.65
327,811,305.12,426.98
327,905,263.25,433.46
328,312,377.92,402.78
328,511,377.43,442.1
328,607,124.93,410.77
328,811,303.78,427.08
328,905,260.4,432.73
329,312,376.12,402.68
329,511,376.5,442.49
329,607,124.6,410.95
329,811,302.51,427.24
329,905,257.69,431.97
330,312,374.24,402.67
330,511,375.54,442.87
330,607,124.26,411.1
330,811,301.26,427.44
330,905,255.14,431.3
331,312,372.21,402.53
331,511,374.59,443.32
331,607,123.97,411.25
331,811,299.82,427.61
331,905,252.77,430.74
332,312,370.08,402.33
332,511,373.66,443.76
332,607,123.61,411.41
332,811,298.39,427.76
332,905,250.61,430.33
333,312,367.74,402.08
333,511,372.74,444.25
333,607,123.33,411.54
333,811,296.95,427.88
333,905,248.54,429.96
334,312,365.27,401.82
334,511,371.9,444.74
334,607,123.11,411.65
334,811,295.54,427.97
334,905,246.56,429.52
335,312,362.62,401.55
335,511,371.02,445.27
335,607,122.89,411.72
335,811,294.14,428.05
335,905,244.51,429.1
336,312,359.93,401.31
336,511,370.11,445.86
336,607,122.58,411.79
336,811,292.68,428.06
336,905,242.33,428.54
337,312,357.21,401.07
337,511,369.29,446.42
337,607,122.17,411.84
337,811,291.26,427.99
337,905,239.97,427.9
338,312,354.48,400.84
338,511,368.49,447.02
338,607,121.66,411.88
338,811,289.82,427.88
338,905,237.49,427.17
339,312,351.76,400.68
339,511,367.68,447.65
339,607,121.05,411.83
339,811,288.28,427.7
339,905,234.84,426.37
340,312,348.93,400.61
340,511,366.86,448.24
340,607,120.28,411.75
340,811,286.79,427.48
340,905,232.18,425.57
341,312,346.14,400.62
341,511,366.13,448.82
341,607,119.4,411.63
341,811,285.36,427.37
341,905,229.47,424.71
342,312,343.22,400.61
342,511,365.36,449.41
342,607,118.34,411.46
342,811,284.09,427.24
342,905,226.89,423.88
343,312,340.35,400.71
343,511,364.54,450.0
343,607,117.28,411.24
343,811,282.9,427.13
343,905,224.42,423.07
344,312,337.38,400.9
344,511,363.73,450.59
344,607,116.07,411.01
344,811,281.72,427.08
344,905,222.01,422.38
345,312,334.28,401.03
345,511,362.95,451.18
345,607,114.87,410.76
345,811,280.48,426.95
345,905,219.73,421.78
346,312,331.09,401.18
346,511,362.23,451.76
346,607,113.67,410.52
346,811,279.29,426.85
346,905,217.54,421.23
347,312,327.8,401.28
347,511,361.49,452.35
347,607,112.46,410.31
347,811,278.28,426.84
347,905,215.47,420.74
348,312,324.43,401.4
348,511,360.81,452.94
348,607,111.36,410.18
348,811,277.21,426.78
348,905,213.46,420.27
349,312,320.8,401.54
349,511,360.11,453.53
349,607,110.27,410.07
349,811,275.99,426.66
349,905,211.44,419.82
350,312,317.05,401.62
350,511,359.46,454.12
350,607,109.21,410.0
350,811,274.55,426.33
350,905,209.46,419.36
351,312,313.26,401.72
351,511,358.84,454.66
351,607,108.18,409.95
351,811,272.83,425.8
351,905,207.49,418.9
352,312,309.45,401.84
352,511,358.13,455.29
352,607,107.11,409.91
352,811,270.78,425.22
352,905,205.56,418.44
353,312,305.57,402.01
353,511,357.5,455.86
353,607,106.0,409.86
353,811,268.56,424.45
353,905,203.66,418.04
354,312,301.51,402.21
354,511,356.92,456.43
354,607,104.83,409.82
354,811,266.26,423.69
354,905,201.88,417.64
355,312,297.43,402.41
355,511,356.42,457.05
355,607,103.61,409.69
355,811,263.78,422.95
355,905,200.13,417.28
356,312,293.21,402.6
356,511,355.9,457.76
356,607,102.25,409.51
356,811,261.18,422.07
356,905,198.61,416.97
357,312,289.04,402.83
357,511,355.48,458.52
357,607,100.86,409.26
357,811,258.47,421.13
357,905,197.22,416.72
358,312,284.82,403.05
358,511,355.17,459.24
358,607,99.29,408.98
358,811,255.74,420.22
358,905,195.93,416.45
359,312,280.76,403.24
359,511,355.01,459.96
359,607,97.63,408.65
359,811,253.04,419.21
359,905,194.8,416.21
360,312,276.83,403.35
360,511,354.92,460.65
360,607,95.8,408.24
360,811,250.6,418.2
360,905,193.67,415.93
361,312,273.14,403.42
361,511,354.88,461.28
361,607,93.82,407.69
361,811,248.5,417.2
361,905,192.6,415.71
362,312,269.63,403.49
362,511,354.93,461.87
362,607,91.81,407.05
362,811,246.44,416.06
362,905,191.58,415.53
363,312,266.23,403.57
363,511,354.96,462.29
363,607,89.67,406.23
363,811,244.48,414.99
363,905,190.55,415.27
364,312,263.1,403.64
364,511,355.02,462.63
364,607,87.48,405.38
364,811,242.6,413.83
364,905,189.46,414.97
365,312,260.32,403.71
365,511,354.98,462.78
365,607,85.19,404.47
365,811,240.55,412.34
365,905,188.23,414.66
366,312,257.86,403.82
366,511,354.88,462.94
366,607,83.06,403.57
366,811,238.49,410.7
366,905,186.71,414.24
367,312,255.62,403.96
367,511,354.8,462.91
367,607,81.19,402.79
367,811,236.63,408.95
367,905,184.94,413.78
368,312,253.43,404.18
368,511,354.58,462.88
368,607,79.56,402.12
368,811,234.78,407.3
368,905,182.86,413.19
369,312,251.32,404.43
369,511,354.31,462.87
369,607,78.25,401.58
369,811,232.87,405.62
369,905,180.5,412.49
370,312,249.24,404.66
370,511,354.03,462.85
370,607,77.21,401.15
370,811,230.81,403.87
370,905,177.93,411.64
371,312,247.21,404.93
371,511,353.73,462.75
371,607,76.54,400.91
371,811,228.54,402.1
371,905,175.2,410.72
372,312,245.26,405.17
372,511,353.46,462.55
372,607,76.11,400.88
372,811,226.05,400.29
372,905,172.4,409.73
373,312,243.39,405.42
373,511,353.13,462.33
373,607,75.86,400.96
373,811,223.41,398.43
373,905,169.67,408.79
374,312,241.52,405.66
374,511,352.64,461.99
374,607,75.72,401.11
374,811,220.78,396.57
374,905,166.96,407.86
375,312,239.81,405.88
375,511,352.04,461.61
375,607,75.69,401.25
375,811,218.14,394.84
375,905,164.38,406.96
376,312,238.16,406.11
376,511,351.34,461.2
376,607,75.66,401.4
376,811,215.56,393.35
376,905,162.04,406.08
377,312,236.59,406.39
377,511,350.48,460.69
377,607,75.57,401.52
377,811,213.04,392.12
377,905,159.88,405.24
378,312,235.11,406.64
378,511,349.57,460.19
378,607,75.48,401.64
378,811,210.47,390.83
378,905,157.84,404.42
379,312,233.73,406.82
379,511,348.49,459.58
379,607,75.44,401.68
379,811,207.75,389.34
379,905,156.0,403.66
380,312,232.34,407.07
380,511,347.37,459.11
380,607,75.49,401.74
380,811,205.05,387.85
380,905,154.25,402.83
381,312,231.0,407.27
381,511,346.15,458.6
381,607,75.67,401.75
381,811,202.61,386.47
381,905,152.69,402.01
382,312,229.57,407.43
382,511,344.87,458.16
382,607,75.8,401.72
382,811,200.17,385.09
382,905,151.17,401.25
383,312,228.09,407.57
383,511,343.53,457.68
383,607,75.89,401.69
383,811,197.75,383.67
383,905,149.74,400.47
384,312,226.54,407.66
384,511,342.17,457.18
384,607,75.93,401.71
384,811,195.35,382.24
384,905,148.45,399.66
385,312,224.86,407.77
385,511,340.84,456.69
385,607,75.9,401.8
385,811,192.91,380.8
385,905,147.31,398.93
386,312,223.0,407.89
386,511,339.39,456.1
386,607,75.71,401.94
386,811,190.48,379.31
386,905,146.26,398.28
387,312,220.88,408.04
387,511,337.68,455.38
387,607,75.32,402.15
387,811,188.17,377.89
387,905,145.34,397.73
388,312,218.5,408.09
388,511,335.69,454.48
388,607,74.87,402.42
388,811,185.9,376.5
388,905,144.39,397.17
389,312,215.99,408.06
389,511,333.65,453.6
389,607,74.31,402.77
389,811,183.63,375.19
389,905,143.49,396.62
390,312,213.2,408.01
390,511,331.41,452.65
390,607,73.72,403.23
390,811,181.49,373.97
390,905,142.59,396.1
391,312,210.31,407.97
391,511,328.89,451.56
391,607,73.13,403.71
391,811,179.25,372.73
391,905,141.69,395.67
392,312,207.31,407.84
392,511,326.02,450.32
392,607,72.67,404.22
392,811,176.92,371.45
392,905,140.79,395.24
393,312,204.36,407.7
393,511,322.74,449.02
393,607,72.23,404.73
393,811,174.54,370.13
393,905,139.94,394.87
394,312,201.55,407.55
394,511,319.17,447.73
394,607,71.86,405.27
394,811,172.04,368.66
394,905,139.11,394.52
395,312,198.92,407.33
395,511,315.39,446.39
395,607,71.63,405.74
395,811,169.69,367.25
395,905,138.24,394.13
396,312,196.49,407.03
396,511,311.46,445.16
396,607,71.43,406.2
396,811,167.33,365.83
396,905,137.28,393.76
397,312,194.34,406.79
397,511,307.33,443.92
397,607,71.3,406.7
397,811,164.98,364.55
397,905,136.26,393.25
398,312,192.42,406.55
398,511,303.18,442.8
398,607,71.21,407.19
398,811,162.72,363.32
398,905,135.17,392.6
399,312,190.79,406.28
399,511,299.04,441.78
399,607,71.15,407.64
399,811,160.47,362.13
399,905,133.95,391.89
400,312,189.31,406.06
400,511,294.76,440.74
400,607,71.1,408.03
400,811,158.25,360.96
400,905,132.57,391.01
401,312,187.98,405.8
401,511,290.61,439.82
401,607,71.03,408.44
401,811,155.98,359.89
401,905,131.05,390.03
402,312,186.75,405.47
402,511,286.64,439.02
402,607,71.06,408.84
402,811,153.59,358.81
402,905,129.42,388.9
403,312,185.48,405.15
403,511,283.11,438.35
403,607,71.13,409.2
403,811,151.09,357.7
403,905,127.72,387.73
404,312,184.04,404.82
404,511,279.66,437.78
404,607,71.24,409.57
404,811,148.71,356.65
404,905,125.93,386.53
405,312,182.45,404.47
405,511,276.39,437.19
405,607,71.3,409.83
405,811,146.25,355.49
405,905,124.18,385.4
406,312,180.65,403.95
406,511,273.28,436.63
406,607,71.31,410.02
406,811,143.75,354.4
406,905,122.42,384.36
407,312,178.77,403.4
407,511,270.3,436.16
407,607,71.19,410.25
407,811,141.17,353.39
407,905,120.78,383.43
408,312,176.73,402.68
408,511,267.57,435.78
408,607,70.98,410.54
408,811,138.59,352.45
408,905,119.25,382.55
409,312,174.51,401.94
409,511,265.05,435.45
409,607,70.73,410.79
409,811,136.2,351.81
409,905,117.82,381.74
410,312,172.16,401.07
410,511,262.66,435.2
410,607,70.41,411.14
410,811,133.86,351.35
410,905,116.51,381.03
411,312,169.81,400.15
411,511,260.36,434.95
411,607,69.99,411.62
411,811,131.6,351.1
411,905,115.33,380.42
412,312,167.44,399.22
412,511,258.16,434.78
412,607,69.54,412.15
412,811,129.42,351.02
412,905,114.29,379.96
413,312,165.11,398.26
413,511,256.05,434.6
413,607,69.04,412.79
413,811,127.35,351.03
413,905,113.36,379.52
414,312,162.75,397.3
414,511,254.02,434.45
414,607,68.51,413.46
414,811,125.36,351.21
414,905,112.54,379.16
415,312,160.49,396.38
415,511,252.14,434.33
415,607,68.0,414.21
415,811,123.47,351.53
415,905,111.75,378.93
416,312,158.28,395.46
416,511,250.26,434.22
416,607,67.55,414.98
416,811,121.82,351.86
416,905,111.1,378.75
417,312,155.98,394.62
417,511,248.37,434.07
417,607,67.21,415.7
417,811,120.36,352.28
417,905,110.45,378.65
418,312,153.66,393.75
418,511,246.34,433.92
418,607,66.94,416.48
418,811,119.14,352.8
418,905,109.86,378.62
419,312,151.34,392.85
419,511,244.33,433.73
419,607,66.69,417.13
419,811,118.01,353.28
419,905,109.33,378.64
420,312,149.04,391.93
420,511,242.18,433.45
420,607,66.54,417.74
420,811,116.93,353.83
420,905,108.89,378.7
421,312,146.8,391.0
421,511,239.76,433.11
421,607,66.46,418.31
421,811,115.9,354.38
421,905,108.56,378.75
422,312,144.67,390.1
422,511,237.1,432.7
422,607,66.38,418.81
422,811,115.07,354.93
422,905,108.25,378.76
423,312,142.55,389.25
423,511,234.11,432.17
423,607,66.48,419.27
423,811,114.25,355.51
423,905,107.98,378.78
424,312,140.56,388.43
424,511,230.91,431.58
424,607,66.61,419.71
424,811,113.49,356.06
424,905,107.73,378.8
425,312,138.74,387.71
425,511,227.63,431.0
425,607,66.73,420.15
425,811,112.86,356.66
425,905,107.46,378.83
426,312,137.01,387.14
426,511,224.25,430.37
426,607,66.87,420.53
426,811,112.15,357.24
426,905,107.22,378.87
427,312,135.43,386.68
427,511,220.74,429.61
427,607,66.97,420.91
427,811,111.49,357.74
427,905,106.89,378.82
428,312,133.96,386.31
428,511,217.08,428.84
428,607,67.06,421.27
428,811,110.94,358.33
428,905,106.42,378.82
429,312,132.74,386.07
429,511,213.23,428.01
429,607,67.09,421.56
429,811,110.39,358.8
429,905,105.87,378.78
430,312,131.67,385.87
430,511,209.25,427.31
430,607,67.12,421.87
430,811,109.85,359.27
430,905,105.26,378.78
431,312,130.77,385.8
431,511,205.23,426.72
431,607,67.16,422.18
431,811,109.35,359.78
431,905,104.6,378.76
432,312,130.02,385.79
432,511,201.29,426.26
432,607,67.19,422.51
432,811,108.77,360.24
432,905,103.93,378.8
433,312,129.41,385.79
433,511,197.53,425.95
433,607,67.19,422.72
433,811,108.19,360.59
433,905,103.33,378.88
434,312,128.92,385.91
434,511,193.78,425.7
434,607,67.24,422.96
434,811,107.65,360.95
434,905,102.78,379.01
435,312,128.53,385.99
435,511,189.98,425.59
435,607,67.3,423.15
435,811,107.14,361.25
435,905,102.28,379.12
436,312,128.3,386.13
436,511,186.21,425.56
436,607,67.31,423.37
436,811,106.69,361.56
436,905,101.88,379.28
437,312,128.06,386.26
437,511,182.45,425.58
437,607,67.39,423.57
437,811,106.19,361.83
437,905,101.52,379.47
438,312,127.89,386.41
438,511,178.88,425.6
438,607,67.49,423.68
438,811,105.67,362.18
438,905,101.25,379.64
439,312,127.76,386.56
439,511,175.55,425.69
439,607,67.58,423.78
439,811,105.15,362.57
439,905,101.01,379.85
440,312,127.63,386.7
440,511,172.44,425.72
440,607,67.65,423.77
440,811,104.54,362.94
440,905,100.8,380.08
441,312,127.52,386.83
441,511,169.39,425.7
441,607,67.78,423.79
441,811,103.87,363.26
441,905,100.54,380.3
442,312,127.36,386.94
442,511,166.48,425.63
442,607,68.02,423.76
442,811,103.18,363.51
442,905,100.31,380.49
443,312,127.24,387.0
443,511,163.75,425.57
443,607,68.33,423.69
443,811,102.32,363.56
443,905,100.11,380.64
444,312,127.05,386.98
444,511,161.27,425.6
444,607,68.76,423.73
444,811,101.34,363.42
444,905,99.91,380.79
445,312,126.88,387.01
445,511,159.12,425.63
445,607,69.28,423.78
445,811,100.28,363.04
445,905,99.77,380.91
446,312,126.69,387.05
446,511,157.21,425.73
446,607,69.73,423.9
446,811,99.07,362.46
446,905,99.58,381.08
447,312,126.4,387.09
447,511,155.61,425.89
447,607,70.12,424.06
447,811,97.83,361.65
447,905,99.4,381.19
448,312,126.08,387.19
448,511,154.09,426.05
448,607,70.49,424.34
448,811,96.65,360.79
448,905,99.19,381.27
449,312,125.74,387.18
449,511,152.6,426.28
449,607,70.82,424.62
449,811,95.47,359.8
449,905,98.94,381.27
450,312,125.39,387.26
450,511,151.16,426.49
450,607,71.06,424.98
450,811,94.39,358.8
450,905,98.65,381.26
451,312,124.95,387.37
451,511,149.73,426.66
451,607,71.3,425.25
451,811,93.34,357.83
451,905,98.26,381.15
452,312,124.48,387.5
452,511,148.42,426.83
452,607,71.46,425.55
452,811,92.28,356.97
452,905,97.74,380.9
453,312,124.01,387.65
453,511,147.28,427.06
453,607,71.46,425.83
453,811,91.35,356.11
453,905,97.0,380.64
454,312,123.51,387.79
454,511,146.23,427.29
454,607,71.41,425.97
454,811,90.44,355.4
454,905,96.12,380.32
455,312,122.94,387.92
455,511,145.14,427.46
455,607,71.47,426.11
455,811,89.49,354.68
455,905,95.1,379.95
456,312,122.31,388.03
456,511,144.2,427.62
456,607,71.58,426.26
456,811,88.59,354.01
456,905,94.01,379.49
457,312,121.71,388.11
457,511,143.36,427.83
457,607,71.67,426.59
457,811,87.67,353.32
457,905,92.75,379.01
458,312,121.05,388.15
458,511,142.63,428.03
458,607,71.76,427.04
458,811,86.82,352.69
458,905,91.49,378.48
459,312,120.47,388.22
459,511,142.0,428.18
459,607,71.7,427.55
459,811,85.92,352.14
459,905,90.19,378.01
460,312,119.93,388.26
460,511,141.39,428.32
460,607,71.47,428.06
460,811,85.03,351.64
460,905,88.92,377.54
461,312,119.34,388.28
461,511,140.97,428.46
461,607,71.17,428.51
461,811,84.15,351.13
461,905,87.68,377.07
462,312,118.78,388.28
462,511,140.58,428.57
462,607,70.85,428.82
462,811,83.17,350.57
462,905,86.54,376.71
463,312,118.23,388.24
463,511,140.21,428.73
463,607,70.45,428.93
463,811,82.09,349.89
463,905,85.51,376.36
464,312,117.76,388.28
464,511,139.85,428.87
464,607,70.04,428.86
464,811,81.04,349.17
464,905,84.53,376.03
465,312,117.3,388.28
465,511,139.54,428.97
465,607,69.54,428.56
465,811,80.01,348.42
465,905,83.63,375.72
466,312,116.93,388.26
466,511,139.29,429.1
466,607,68.89,428.1
466,811,78.94,347.53
