_temporary_index_column,time,animal_id,x,y,distance,average_speed,average_acceleration,direction,stopped
1262,253,607,320.13,422.46,1.7410341754256382,1.479444470373468,0.007392357925161819,178.02506598911796,0
1263,253,811,404.67,460.6,0.014142135623718088,0.1559091849319661,-0.0023665658845597403,-45.0,1
1264,253,905,377.53,458.8,0.06324555320336399,0.12989351429356571,-0.0019675444679662702,71.56505117709428,1
1265,254,312,409.96,406.51,0.04123105625619425,0.07857368639958592,-0.000572575217617291,-165.96375653209267,1
1266,254,511,381.74,433.81,0.16970562748477783,0.16150592446506085,0.0008026290838479139,45.0,1
1267,254,607,318.27,422.45,1.860026881526192,1.5580693209617187,0.007862485058825076,-179.69196114260043,0
1268,254,811,404.68,460.52,0.08062257748302498,0.13574025425328268,-0.0020168930678683417,-82.87498365110822,1
1269,254,905,377.53,458.85,0.05000000000001137,0.11578854111902448,-0.0014104973174541235,90.0,1
1270,255,312,409.95,406.47,0.041231056256139105,0.07129503777420734,-0.0007278648625378581,-104.03624346792648,1
1271,255,511,381.79,433.93,0.13000000000000855,0.17003378851006618,0.0008527864045005329,67.38013505195572,1
1272,255,607,316.31,422.43,1.9601020381602379,1.6377309106905984,0.00796615897288797,-179.41536947929535,0
1273,255,811,404.56,460.35,0.2080865204668173,0.13014814873507527,-0.0005592105518207408,-125.21759296820025,1
1274,255,905,377.56,458.87,0.0360555127546544,0.10674498175381712,-0.0009043559365207357,33.690067525929685,1
1275,256,312,409.97,406.47,0.020000000000038654,0.06266489196147447,-0.0008630145812732873,0.0,1
1276,256,511,381.91,434.05,0.16970562748477783,0.17447438717240374,0.0004440598662337564,45.0,1
1277,256,607,314.21,422.41,2.1000952359357643,1.7173563861801207,0.007962547548952226,-179.45434240658477,0
1278,256,811,404.44,460.19,0.20000000000002274,0.12671739970735854,-0.00034307490277167286,-126.86989764584075,1
1279,256,905,377.58,458.87,0.01999999999998181,0.09559203531584451,-0.0011152946437972613,0.0,1
1280,257,312,410.02,406.47,0.049999999999954525,0.057034746148736916,-0.0005630145812737554,0.0,1
1281,257,511,382.04,434.16,0.17029386365926935,0.1786975250634642,0.00042231378910604636,40.236358309278316,1
1282,257,607,312.09,422.45,2.120377324911775,1.7924561765223075,0.007509979034218683,178.9190758133403,0
1283,257,811,404.28,459.91,0.32249030993193073,0.136943715155006,0.001022631544764746,-119.74488129694849,1
1284,257,905,377.58,458.82,0.05000000000001137,0.0875920353158461,-0.0007999999999998411,-90.0,1
1285,258,312,410.09,406.47,0.06999999999999318,0.05373911600774865,-0.00032956301409882633,0.0,1
1286,258,511,382.12,434.23,0.10630145812733002,0.17229828451027024,-0.0006399240553193964,41.18592516571253,1
1287,258,607,309.98,422.54,2.111918559035794,1.858479165240117,0.006602298871780943,177.557584689342,0
1288,258,811,404.11,459.59,0.36235341863989373,0.15439076279093628,0.0017447047635930275,-117.97947438847073,1
1289,258,905,377.5,458.82,0.07999999999998408,0.07943654089444302,-0.0008155494421403078,180.0,1
1290,259,312,410.12,406.47,0.03000000000002956,0.04751957155046033,-0.0006219544457288326,0.0,1
1291,259,511,382.23,434.33,0.1486606874731722,0.16805938008304183,-0.0004238904427228407,42.273689006080474,1
1292,259,607,307.85,422.61,2.13114992433662,1.9051609879028437,0.00466818226627268,178.11771755698945,0
1293,259,811,403.86,459.23,0.43829214001618705,0.1870396369050611,0.0032648874114124815,-124.7778313663671,1
1294,259,905,377.31,458.87,0.1964688270438857,0.08381908607635906,0.00043825451819160395,165.25643716352587,1
1295,260,312,410.2,406.47,0.07999999999998408,0.04745731380216188,-6.22577482984471e-06,0.0,1
1296,260,511,382.41,434.41,0.19697715603594496,0.16714156755855078,-9.178125244910518e-05,23.962488974588258,1
1297,260,607,305.68,422.65,2.1703686322834805,1.9510546362496215,0.004589364834677779,178.94397619400343,0
1298,260,811,403.52,458.82,0.5326349594234706,0.22598531178412698,0.003894567487906589,-129.66784111834136,1
1299,260,905,377.0,458.87,0.3100000000000023,0.10089069779917519,0.0017071611722816126,180.0,1
1300,261,312,410.35,406.47,0.1500000000000341,0.05524621125123598,0.00077888974490741,0.0,1
1301,261,511,382.56,434.46,0.15811388300838303,0.16640001050213943,-7.415570564113516e-05,18.434948822908982,1
1302,261,607,303.49,422.66,2.190022830931219,2.006750458968391,0.00556958227187696,179.73837725430397,0
1303,261,811,403.06,458.33,0.6720863039818548,0.28719394218231226,0.006120863039818528,-133.19126067750614,1
1304,261,905,376.71,458.85,0.2906888370749918,0.12095958150667119,0.0020068883707496004,-176.0548137709663,1
1305,262,312,410.45,406.47,0.0999999999999659,0.06024621125123143,0.0004999999999995453,0.0,1
1306,262,511,382.75,434.54,0.2061552812808968,0.16620688658354604,-1.931239185933853e-05,22.833654177928274,1
1307,262,607,301.33,422.65,2.1600231480241385,2.0545118750570848,0.004776141608869367,-179.73474365662275,0
1308,262,811,402.65,457.86,0.6236986451805011,0.34544070107474156,0.005824675889242931,-131.09950625762164,1
1309,262,905,376.4,458.8,0.3140063693621557,0.14104650994390427,0.0020086928437233085,-170.8376529542763,1
1310,263,312,410.57,406.47,0.12000000000000455,0.0702462112512337,0.001000000000000227,0.0,1
1311,263,511,382.96,434.62,0.22472205054241753,0.1680635635096978,0.00018566769261517678,20.854458039576414,1
1312,263,607,299.19,422.73,2.141494805036881,2.094557938018209,0.0040046062961124115,177.8590986336758,0
1313,263,811,402.2,457.41,0.6363961030678768,0.4076660978191574,0.006222539674441585,-135.0,1
1314,263,905,376.01,458.74,0.394588393138964,0.17418079393746427,0.003313428399356,-171.25383773744417,1
1315,264,312,410.69,406.47,0.12000000000000455,0.07812310562561472,0.0007876894374381022,0.0,1
1316,264,511,383.17,434.64,0.21095023109732436,0.17218802387095247,0.00041244603612546613,5.4403320309996515,1
1317,264,607,297.27,422.76,1.9202343606966468,2.1005786859352544,0.0006020747917045543,179.10482628978974,0
1318,264,811,401.62,456.89,0.7789736837660318,0.47750120844745814,0.006983511062830072,-138.12213046211284,1
1319,264,905,375.63,458.66,0.38832975677894427,0.20801376961535753,0.0033832975677893255,-168.1113419603742,1
1320,265,312,410.8,406.47,0.11000000000001364,0.08500000000000218,0.000687689437438746,0.0,1
1321,265,511,383.34,434.68,0.17464249196569467,0.17665227306752107,0.00044642491965685984,13.240519915196815,1
1322,265,607,295.47,422.74,1.8001111076819218,2.084579592887423,-0.0015999093047831536,-179.3634064240371,0
1323,265,811,401.03,456.42,0.7543208866258508,0.5321246450633615,0.005462343661590341,-141.45881637872193,0
1324,265,905,375.26,458.57,0.3807886552932074,0.2424870838692128,0.0034473314253855277,-166.3286928677997,1
1325,266,312,410.9,406.47,0.0999999999999659,0.0929999999999949,0.0007999999999992721,0.0,1
1326,266,511,383.51,434.73,0.17720045146671198,0.1774017554657145,7.494823981934185e-05,16.38954033403686,1
1327,266,607,293.55,422.62,1.923746345025784,2.0669447037964246,-0.0017634889090998307,-176.42366562500254,0
1328,266,811,400.32,455.98,0.8352843827104448,0.5956530833344038,0.006352843827104227,-148.21274687833463,0
1329,266,905,374.86,458.44,0.4205948168962388,0.2825465655588385,0.00400594816896257,-161.99583839408626,1
1330,267,312,410.97,406.47,0.07000000000005002,0.09500000000000446,0.00020000000000095497,0.0,1
1331,267,511,383.69,434.77,0.18439088914585652,0.1788114580143732,0.00014097025486587144,12.528807709140017,1
1332,267,607,291.45,422.44,2.1077001684300587,2.065676988148253,-0.00012677156481717412,-175.10090754621208,0
1333,267,811,399.48,455.52,0.9577055915050258,0.6591746114917133,0.00635215281573095,-151.29404745659627,0
1334,267,905,374.45,458.35,0.4197618372363262,0.31952274928247,0.0036976183723631483,-167.61924307119688,1
1335,268,312,411.0,406.47,0.029999999999972715,0.09100000000000241,-0.00040000000000020434,0.0,1
1336,268,511,383.86,434.79,0.1711724276862572,0.1852985549702659,0.0006487096955892696,6.709836807769161,1
1337,268,607,289.18,422.15,2.288449256592754,2.083330057903949,0.0017653069755696027,-172.7197109160057,0
1338,268,811,398.61,455.12,0.9575489543621202,0.7186941650639359,0.0059519553572222605,-155.3084418365233,0
1339,268,905,374.07,458.34,0.38013155617496097,0.34953590489996766,0.003001315561749768,-178.49256424121782,1
1340,269,312,411.07,406.47,0.06999999999999318,0.09499999999999878,0.00039999999999963676,0.0,1
1341,269,511,383.96,434.87,0.1280624847486204,0.18323873469781074,-0.00020598202724551596,38.65980825409407,1
1342,269,607,286.72,421.85,2.4782251713675802,2.118037582607045,0.0034707524703096126,-173.04704253182706,0
1343,269,811,397.64,454.73,1.0454664030948302,0.7794115913718003,0.006071742630786437,-158.0968219181621,0
1344,269,905,373.74,458.28,0.3354101966249532,0.3634300418580744,0.0013894136958106762,-169.6951535312331,1
1345,270,312,411.12,406.47,0.05000000000001137,0.0920000000000015,-0.00029999999999972827,0.0,1
1346,270,511,384.12,434.96,0.18357559750686775,0.181898578844903,-0.00013401558529077263,29.357753542780646,1
1347,270,607,284.11,421.53,2.6295436866498534,2.163955088043682,0.004591750543663719,-173.01011495599798,0
1348,270,811,396.59,454.37,1.1100000000000152,0.8371480954294548,0.005773650405765452,-161.0753555839483,0
1349,270,905,373.39,458.31,0.3512833614050311,0.3675583779985773,0.0004128336140502897,175.10090754620774,1
1350,271,312,411.16,406.47,0.040000000000020464,0.08100000000000014,-0.0011000000000001356,0.0,1
1351,271,511,384.28,435.04,0.17888543819997302,0.183975734364062,0.00020771555191589908,26.565051177094272,1
1352,271,607,281.43,421.21,2.6990368652539805,2.2148564914759583,0.005090140343227611,-173.19094982038675,0
1353,271,811,395.46,453.96,1.202081528017135,0.8901476178329828,0.005299952240352801,-160.05761541830182,0
1354,271,905,372.97,458.35,0.4219004621945409,0.38067954051053227,0.0013121162511954942,174.55966796899122,1
1355,272,312,411.17,406.43,0.04123105625619425,0.07512310562562298,-0.0005876894374377162,-75.96375653209267,1
1356,272,511,384.41,435.13,0.15811388300844773,0.17917159453681708,-0.00048041398272449245,34.69515353121573,1
1357,272,607,278.79,420.92,2.6558802683855887,2.264442203512103,0.00495857120361447,-173.73127904385655,0
1358,272,811,394.22,453.62,1.2857682528355818,0.956354578598491,0.006620696076550825,-164.66671520694698,0
1359,272,905,372.52,458.4,0.452769256906911,0.3945558292650078,0.0013876288754475553,173.65980825409648,1
1360,273,312,411.15,406.42,0.022360679775028404,0.06535917360312536,-0.0009763932022497617,-153.43494882298714,1
1361,273,511,384.59,435.17,0.18439088914581334,0.17513847839715665,-0.00040331161396604256,12.528807709161091,1
1362,273,607,276.15,420.65,2.653770901943167,2.315669813202732,0.005122760969062901,-174.16050768848183,0
1363,273,811,392.83,453.22,1.4464093473149646,1.0373559030231998,0.008100132442470875,-163.94578033722559,0
1364,273,905,372.1,458.48,0.4275511665286064,0.3978521066039721,0.000329627733896426,169.21570213243098,1
1365,274,312,411.18,406.44,0.0360555127546544,0.05696472487859035,-0.0008394448724535014,33.690067525929685,1
1366,274,511,384.75,435.23,0.17088007490637486,0.1711314627780617,-0.00040070156190949446,20.556045219581232,1
1367,274,607,273.51,420.38,2.6537709019431044,2.3890234673273776,0.007335365412464556,-174.1605076884829,0
1368,274,811,391.37,452.84,1.5086417732516821,1.110322711971765,0.007296680894856511,-165.41108126712325,0
1369,274,905,371.65,458.49,0.45011109739712124,0.4040302406657898,0.000617813406181772,178.72696997994458,1
1370,275,312,411.22,406.45,0.04123105625619425,0.05008783050420841,-0.0006876894374381936,14.03624346790732,1
1371,275,511,384.83,435.29,0.09999999999998863,0.1636672135814911,-0.0007464249196570599,36.869897645850536,1
1372,275,607,270.91,420.14,2.6110534272587813,2.4701176992850638,0.008109423195768618,-174.72610404264796,0
1373,275,811,389.96,452.47,1.457737973711336,1.1806644206803134,0.00703417087085485,-165.2964481762407,0
1374,275,905,371.22,458.49,0.42999999999995,0.40895137513646407,0.0004921134470674271,180.0,1
1375,276,312,411.18,406.51,0.07211102550929303,0.04729893305514112,-0.0002788897449067289,123.69006752599232,1
1376,276,511,384.98,435.36,0.1655294535724965,0.16250011379206955,-0.00011670997894215607,25.016893478092893,1
1377,276,607,268.43,419.95,2.487267577081342,2.5264698224906197,0.005635212320555594,-175.61896216819207,0
1378,276,811,388.66,452.11,1.3489254983133396,1.232028532240603,0.005136411156028964,-164.52136183458057,0
1379,276,905,370.81,458.51,0.4104875150354999,0.40794064495039023,-0.00010107301860738382,177.20729763428943,1
1380,277,312,411.18,406.61,0.10000000000002274,0.0502989330551384,0.00029999999999972757,90.0,1
1381,277,511,385.13,435.42,0.16155494421401487,0.1602165192988854,-0.000228359449318416,21.801409486355556,1
1382,277,607,266.19,419.85,2.2422310318073904,2.539922908828353,0.0013453086337733122,-177.4438499214226,0
1383,277,811,387.25,451.69,1.471223980228736,1.283380371112974,0.005135183887237105,-163.4126614430723,0
1384,277,905,370.37,458.48,0.4410215414239948,0.4100666153691571,0.00021259704187668872,-176.09950625762164,1
1385,278,312,411.18,406.74,0.12999999999999545,0.06029893305514067,0.001000000000000227,90.0,1
1386,278,511,385.28,435.42,0.14999999999997726,0.1580992765302574,-0.0002117242768627986,0.0,1
1387,278,607,264.24,419.77,1.9516403357176142,2.5062420167408384,-0.0033680892087514457,-177.65072135251864,0
1388,278,811,385.75,451.25,1.5632018423735299,1.343945659914115,0.006056528880114098,-163.65182845264883,0
1389,278,905,369.91,458.45,0.46097722286462584,0.4181511820381236,0.0008084566668966509,-176.26860300083572,1
1390,279,312,411.18,406.89,0.14999999999997726,0.06829893305513908,0.0007999999999998411,90.0,1
1391,279,511,385.4,435.5,0.14422205101855454,0.1597152331572508,0.00016159566269934034,33.690067525973525,1
1392,279,607,262.35,419.7,1.8912958520548675,2.447549084809567,-0.005869293193127146,-177.87890360333876,0
1393,279,811,384.14,450.76,1.6829141392239988,1.407690433527032,0.006374477361291686,-163.07248693585282,0
1394,279,905,369.43,458.34,0.492442890089826,0.43385445138461093,0.0015703269346487303,-167.0925913287331,1
1395,280,312,411.18,407.06,0.17000000000001592,0.08029893305513953,0.0012000000000000454,90.0,1
1396,280,511,385.48,435.61,0.13601470508738955,0.154959143915303,-0.0004756089241947814,53.97262661488583,1
1397,280,607,260.33,419.66,2.0203960007880024,2.3866343162233816,-0.006091476858618527,-178.86557836902404,0
1398,280,811,382.46,450.18,1.777301325043113,1.4744205660313416,0.0066730132504309704,-160.95337570236475,0
1399,280,905,368.8,458.17,0.652533524043003,0.46397946764840814,0.003012501626379721,-164.89890183861792,1
1400,281,312,411.18,407.22,0.160000000000025,0.09229893305513999,0.0012000000000000454,90.0,1
1401,281,511,385.59,435.74,0.17029386365923263,0.15409998646122897,-8.591574540740276e-05,49.763641690736286,1
1402,281,607,258.17,419.62,2.1603703386224926,2.332767663560233,-0.0053866652663148605,-178.9390883097352,0
1403,281,811,380.8,449.59,1.761732102222109,1.5303856234518391,0.005596505742049751,-160.4336837463942,0
1404,281,905,368.13,458.07,0.6774215821776169,0.48953157964671573,0.002555211199830759,-171.5110561194936,1
1405,282,312,411.18,407.38,0.15999999999996817,0.10417582742951739,0.0011876894374377403,90.0,1
1406,282,511,385.67,435.88,0.16124515496597946,0.15441311365698213,3.131271957531601e-05,60.25511870304275,1
1407,282,607,255.86,419.52,2.3121634890292717,2.2983959856246012,-0.0034371677935631784,-177.5212108914211,0
1408,282,811,379.14,448.99,1.765106229097853,1.5783194210780664,0.004793379762622729,-160.12782418075741,0
1409,282,905,367.34,457.94,0.8006247560499432,0.524317129561019,0.0034785549914303215,-170.65532809790088,0
1410,283,312,411.22,407.51,0.1360147050873561,0.11554122996075016,0.0011365402531232764,72.89727103093882,1
1411,283,511,385.72,436.03,0.15811388300840098,0.15178541304324092,-0.00026277006137412074,71.56505117707148,1
1412,283,607,253.35,419.41,2.512409202339477,2.2842598156642326,-0.0014136169960368595,-177.4906352601493,0
1413,283,811,377.62,448.31,1.665172663719878,1.6001957527185577,0.0021876331640491298,-155.8977654988384,0
1414,283,905,366.36,457.76,0.9963934965664553,0.5812013625648038,0.005688423300378487,-169.59228868750915,0
1415,284,312,411.22,407.61,0.10000000000002274,0.12193567868528699,0.0006394448724536831,90.0,1
1416,284,511,385.8,436.16,0.15264337522477367,0.1499617430750808,-0.00018236699681601075,58.39249775376648,1
1417,284,607,250.69,419.3,2.6622734645411588,2.285110071924038,8.50256259805171e-05,-177.6319748992888,0
1418,284,811,375.96,447.58,1.8134221791960385,1.6306737933129933,0.0030478040594435598,-156.2620734010831,0
1419,284,905,365.19,457.63,1.1772000679578796,0.6539102596208797,0.007270889705607586,-173.65980825409042,0
1420,285,312,411.2,407.67,0.06324555320338196,0.12413712838000576,0.00022014496947187767,108.4349488229546,1
1421,285,511,385.82,436.23,0.07280109889279363,0.14724185296436132,-0.00027198901107194917,74.05460409908945,1
1422,285,607,248.08,419.2,2.6119150062741183,2.2851962298255715,8.615790153365665e-06,-177.80583264740076,0
1423,285,811,374.22,446.82,1.898736421939554,1.6747736381358151,0.004409984482282181,-156.4051794301182,0
1424,285,905,363.86,457.38,1.3532922818075768,0.7462394878016424,0.009232922818076273,-169.35433665503956,0
1425,286,312,411.16,407.67,0.03999999999996362,0.12092602582907283,-0.00032111025509329316,180.0,1
1426,286,511,385.86,436.3,0.08062257748298973,0.13875116535541065,-0.0008490687608950665,60.25511870304275,1
1427,286,607,245.38,419.12,2.7011849251763733,2.3065879646350744,0.002139173480950296,-178.30284381040008,0
1428,286,811,372.37,446.0,2.0235859260234226,1.7422396809068235,0.006746604277100832,-156.0950080252016,0
1429,286,905,362.51,457.08,1.3829316685939577,0.8434839031574881,0.009724441535584572,-167.47119229084822,0
1430,287,312,411.13,407.7,0.042426406871194464,0.11516866651619,-0.0005757359312882834,135.00000000005429,1
1431,287,511,385.86,436.36,0.060000000000002274,0.1285956709340094,-0.0010155494421401263,90.0,1
1432,287,607,242.44,419.07,2.9404251393293435,2.3764073753872696,0.006981941075219522,-179.02567590884627,0
1433,287,811,370.61,445.15,1.954507610627292,1.7905680439466791,0.004832836303985566,-154.2215691378101,0
1434,287,905,361.15,456.8,1.3885243966167904,0.9382341886767678,0.009475028551927967,-168.36636600106078,0
1435,288,312,411.06,407.69,0.07071067811864672,0.10923973432805512,-0.0005928932188134881,-171.86989764585053,1
1436,288,511,385.94,436.47,0.1360147050873561,0.12719714144274727,-0.00013985294912621237,53.972626614905195,1
1437,288,607,239.33,418.99,3.111028768751569,2.4923462186906655,0.011593884330339588,-178.52647853259614,0
1438,288,811,368.92,444.43,1.8369812192834063,1.8179459816376666,0.002737793769098751,-156.92427372871924,0
1439,288,905,359.7,456.49,1.4827676824101506,1.0404132346313202,0.01021790459545524,-167.9322310413465,0
1440,289,312,410.99,407.65,0.08062257748298973,0.10230199207635637,-0.0006937742251698741,-150.25511870304277,1
1441,289,511,385.99,436.54,0.08602325267042732,0.12137726160793456,-0.0005819879834812706,54.462322208016815,1
1442,289,607,236.01,418.91,3.320963715550072,2.635313005040186,0.014296678634952053,-178.61964592655585,0
1443,289,811,367.27,443.69,1.808341781854339,1.8304887459007007,0.0012542764263034022,-155.84448835471082,0
1444,289,905,358.24,456.22,1.4847558721890715,1.1396445328412448,0.00992312982099246,-169.52257640399569,0
1445,290,312,410.87,407.65,0.12000000000000455,0.09730199207635523,-0.0005000000000001143,180.0,1
1446,290,511,386.05,436.63,0.10816653826390013,0.1185924449255856,-0.00027848166823489647,56.30993247401186,1
1447,290,607,232.61,418.84,3.400720511891539,2.7733454561505395,0.013803245111035345,-178.82054763815145,0
1448,290,811,365.59,442.9,1.8564751546950622,1.8384061288658955,0.0007917382965194842,-154.815302896366,0
1449,290,905,356.69,455.95,1.5733403954643943,1.231725219983384,0.009208068714213914,-170.1185938796485,0
1450,291,312,410.73,407.69,0.14560219778560288,0.09586221185491302,-0.00014397802214422133,164.05460409906792,1
1451,291,511,386.15,436.74,0.1486606874731722,0.11642912730697956,-0.00021633176186060393,47.72631099391953,1
1452,291,607,229.24,418.8,3.370237380363589,2.8943321603246495,0.012098670417410995,-179.31996333455788,0
1453,291,811,363.74,442.07,2.0276587484090727,1.8649987934845922,0.0026592664618696692,-155.83667536494355,0
1454,291,905,355.13,455.67,1.5849290204927133,1.3224759638148935,0.009075074383150961,-169.82448915695778,0
1455,292,312,410.54,407.7,0.19026297590440172,0.09888850944535636,0.00030262975904433444,176.98721249581936,1
1456,292,511,386.27,436.83,0.14999999999998864,0.11530461181038047,-0.00011245154965990877,36.86989764583534,1
1457,292,607,226.04,418.82,3.200062499389677,2.9831220613606906,0.008878990103604111,179.64190604067676,0
1458,292,811,361.86,441.26,2.047071078394687,1.8931952784142756,0.0028196484929683407,-156.6911547548731,0
1459,292,905,353.67,455.42,1.4812494725737255,1.3905384354672718,0.0068062471652378335,-170.28331418221475,0
1460,293,312,410.3,407.71,0.24020824298929497,0.10930786323555024,0.0010419353790193874,177.61405596961345,1
1461,293,511,386.41,436.98,0.20518284528688632,0.12001150803822899,0.000470689622784852,46.97493401087966,1
1462,293,607,222.8,418.83,3.2400154320619947,3.055882684332942,0.007276062297225128,179.82316173586074,0
1463,293,811,359.89,440.31,2.187098534588711,1.9453878655011585,0.00521925870868829,-154.2550777892844,0
1464,293,905,352.11,455.17,1.5799050604387617,1.4488895918545024,0.005835115638723054,-170.89539913459785,0
1465,294,312,410.08,407.68,0.2220360331117685,0.12151146654672482,0.0012203603311174579,-172.2348339815826,1
1466,294,511,386.52,437.14,0.19416487838942528,0.12416365835469416,0.0004152150316465167,55.49147701233678,1
1467,294,607,219.48,418.85,3.3200602404173547,3.1216613619205615,0.0065778677587619684,179.65484887683522,0
1468,294,811,357.92,439.36,2.1870985345886593,1.9827555010404208,0.003736763553926226,-154.25507778928377,0
1469,294,905,350.31,454.89,1.8216476058777278,1.5133343456464872,0.006444475379198478,-171.15818543980748,0
1470,295,312,409.83,407.63,0.2549509756796415,0.14068200879435078,0.001917054224762596,-168.6900675259773,1
1471,295,511,386.65,437.29,0.1984943324128149,0.1367329817066963,0.001256932335200213,49.08561677998232,1
1472,295,607,216.0,418.84,3.480014367786422,3.2084712980717924,0.00868099361512309,-179.83535740859176,0
1473,295,811,356.03,438.5,2.0764633394308185,2.0005281927895475,0.0017772691749126767,-155.5332091189542,0
1474,295,905,348.38,454.54,1.9614790337905736,1.574153020844787,0.006081867519829975,-169.72128019586876,0
1475,296,312,409.61,407.51,0.2505992817228096,0.16174193696663536,0.002105992817228458,-151.38954033403064,1
1476,296,511,386.8,437.42,0.1984943324128149,0.14852015719967876,0.0011787175492982472,40.91438322001768,1
1477,296,607,212.39,418.79,3.6103462437832876,3.2993874299324846,0.009091613186069214,-179.20648038538835,0
1478,296,811,354.12,437.66,2.0865521800328493,2.0068248181904904,0.000629662540094289,-156.26055916197208,0
1479,296,905,346.2,454.14,2.2163934668736185,1.6574992006727531,0.008334617982796621,-169.60266647756282,0
1480,297,312,409.46,407.38,0.1984943324128149,0.17734872952079744,0.0015606792554162085,-139.08561677998233,1
1481,297,511,386.94,437.53,0.17804493814761113,0.16032465101443966,0.0011804493814760897,38.15722658736084,1
1482,297,607,208.69,418.73,3.7004864545083684,3.3753935614503865,0.007600613151790192,-179.0709606805779,0
1483,297,811,352.35,436.8,1.967866865415432,2.008160743669304,0.0001335925478813671,-154.08600920315092,0
1484,297,905,343.78,453.75,2.451224183953819,1.7637691794064558,0.01062699787337027,-170.84509686478805,0
1485,298,312,409.21,407.17,0.326496554346277,0.20292731714356047,0.002557858762276302,-139.96974072811304,1
1486,298,511,387.07,437.56,0.13341664064126557,0.16006484456983058,-2.598064446090731e-05,12.994616791929312,1
1487,298,607,204.99,418.6,3.702283079398429,3.4345189925150725,0.005912543106468604,-177.98773280473463,0
1488,298,811,350.36,435.98,2.1523243250030943,2.039695054241273,0.003153431057196876,-157.60538534776438,0
1489,298,905,341.12,453.25,2.7065845636151535,1.8861508675269563,0.012238168812050042,-169.35433665503956,0
1490,299,312,408.96,406.91,0.36069377593742213,0.2309344369890037,0.002800711984544324,-133.87669728592556,1
1491,299,511,387.16,437.58,0.092195444572956,0.16068206376008348,6.17219190252899e-05,12.528807709136185,1
1492,299,607,201.34,418.47,3.6523143347746014,3.4676540544375256,0.003313506192245308,-177.96019062958553,0
1493,299,811,348.23,435.11,2.300825938657679,2.088943469921607,0.004924841568033411,-157.78240573048154,0
1494,299,905,338.45,452.71,2.7240594707164725,2.010081227379696,0.01239303598527397,-168.566318734573,0
1495,300,312,408.63,406.66,0.4140048308896763,0.2603349200779709,0.002940048308896717,-142.8533133019769,1
1496,300,511,387.28,437.65,0.13892443989444944,0.1637578539231384,0.00030757901630549254,30.256437163537704,1
1497,300,607,197.53,418.26,3.8157830126987085,3.5091603045182422,0.004150625008071662,-176.8451571352075,0
1498,300,811,346.2,434.33,2.1746953809672207,2.1207654925488226,0.0031822022627215675,-158.98140471489845,0
1499,300,905,335.87,452.18,2.6338754716196986,2.1161347349952266,0.010605350761553067,-168.39143251133356,0
1500,301,312,408.29,406.37,0.44687805943008085,0.2904625062424187,0.0030127586164447827,-139.5377725079026,1
1501,301,511,387.38,437.72,0.12206555615738433,0.1610983407915596,-0.00026595131315788054,34.99202019857178,1
1502,301,607,193.68,418.01,3.8581083447720794,3.5579474009590912,0.0048787096440849,-176.28471089457122,0
1503,301,811,344.32,433.65,1.999199839935966,2.117919601701512,-0.0002845890847310795,-160.11483488614434,0
1504,301,905,333.33,451.64,2.5967672209884594,2.2173185550448014,0.01011838200495747,-167.99770510121596,0
1505,302,312,407.83,406.05,0.5603570290449019,0.3274719115564687,0.0037009405314050005,-145.17551084304588,1
1506,302,511,387.49,437.77,0.12083045973593932,0.15818138676515467,-0.00029169540264049334,24.44395478039423,1
1507,302,607,189.94,417.77,3.747692623468482,3.6127104133669716,0.00547630124078804,-176.32829990162918,0
1508,302,811,342.48,433.06,1.9322784478433428,2.1064403386463773,-0.0011479263055134581,-162.22143891940448,0
1509,302,905,330.74,451.1,2.645694615786151,2.333763069366044,0.011644451432124248,-168.22287730617626,0
1510,303,312,407.31,405.79,0.581377674149925,0.3615888546725317,0.0034116943116063005,-153.434948822922,1
1511,303,511,387.6,437.81,0.11704699910721605,0.14936780214718764,-0.0008813584617967024,19.98310652190711,1
1512,303,607,186.24,417.5,3.709838271407516,3.659692697301524,0.004698228393455217,-175.82635443657108,0
1513,303,811,340.65,432.42,1.9386851214160932,2.081598997329116,-0.0024841341317261454,-160.7239011465329,0
1514,303,905,328.17,450.62,2.614440666758376,2.4372166299980056,0.010345356063196176,-169.4207317797822,0
1515,304,312,406.6,405.52,0.7596051605933123,0.4153457674206861,0.005375691274815436,-159.1791071466859,1
1516,304,511,387.65,437.9,0.10295630140982605,0.14024694444922775,-0.0009120857697959894,60.945395900938216,1
1517,304,607,182.79,417.25,3.4590461112856126,3.673591284388349,0.001389858708682512,-175.85537625889575,0
1518,304,811,338.89,431.92,1.8296447742662967,2.045853621296879,-0.003574537603223682,-164.14063373339422,0
1519,304,905,325.6,450.12,2.6181863951980127,2.516870508930034,0.007965387893202846,-168.9904920810451,0
1520,305,312,405.83,405.29,0.8036168241146036,0.47021235226418234,0.0054866584843496265,-163.369046293282,1
1521,305,511,387.72,437.94,0.08062257748303908,0.12845976895625016,-0.0011787175492977587,29.744881296937216,1
1522,305,607,179.53,417.02,3.2681034255359713,3.6524001901633034,-0.0021191094225045505,-175.96434682585854,0
1523,305,811,337.11,431.41,1.85162091152587,2.023369378506384,-0.002248424279049477,-164.01209981940164,0
1524,305,905,323.22,449.72,2.413379373409817,2.5620605428919583,0.004519003396192422,-170.4596181951579,0
1525,306,312,404.93,405.04,0.9340770846134483,0.5385601325532462,0.006834778028906386,-164.47588900324536,0
1526,306,511,387.8,438.02,0.1131370849898251,0.11992404421395117,-0.0008535724742298994,45.0,1
